id,slug,name,category,tagline,tags,neighborhood,address,city,country,lat,lng,maps_url,website,phone,url,logo_url,hero_url,image_credit,image_source_url,hours_raw,description,about_short,about_long,price_range,pricing,amenities,cuisines,meals,rating_overall,sub_food_quality,sub_service,sub_ambience,sub_value,sub_accessibility,review_count,review_source,review_insight,last_updated,services,brands_serviced,emergency_assist,warranty,pickup_dropoff,estimated_rate_note,services_url,booking_url,whatsapp_url,towing,roadside_assistance,oil_change,battery,tires,wheel_alignment,ac_service,electrical,transmission,body_shop,paint,detailing,wash,brand_specialist,dealership,open_24h,emergency_phone
ChIJ_R4DSZL5kT4RVp7uHki9I1Y,automed,Automed,Garages,,garage;car repair;mechanic,,"Ruwi Highstreet, Muscat 114, Oman",Muscat,Oman,23.588327,58.540098,https://www.google.com/maps/place/?q=place_id:ChIJ_R4DSZL5kT4RVp7uHki9I1Y,https://www.google.com/maps/place/?q=place_id:ChIJ_R4DSZL5kT4RVp7uHki9I1Y,+968 9576 3606,https://www.google.com/maps/place/?q=place_id:ChIJ_R4DSZL5kT4RVp7uHki9I1Y,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipOSOqicfEGBI3HODBigFNIKtQ6cbeJ7Q78pj55S=w900-h900-p-k-no,,,,,★★★★★ · Auto dent removal service,★★★★★ · Auto dent removal service,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJJzogLlf4kT4RNhyFSbuH6z8,autosmart-autocare-center,Autosmart Autocare Center مركز اتوسمارت للعناية للسيارات,Garages,,garage;car repair;mechanic,,"Muscat -wuttayah, مسقط 133, Oman",Muscat,Oman,23.608304,58.514028,https://www.google.com/maps/place/?q=place_id:ChIJJzogLlf4kT4RNhyFSbuH6z8,https://www.gcon.om/,+968 9922 3039,https://www.gcon.om/,https://www.google.com/s2/favicons?domain=www.gcon.om&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2024/07/21/2723587.jpg,,,,,,,,,,,,4.90,,,,,,222,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ7f-2MRgBjj4RnJZvj2dTYb4,bluzion-paintless-dent-repair,BLUZION - Paintless Dent Repair بلوزيون لتصليح الدعمات بدون صبغ,Garages,,garage;car repair;mechanic,,"Mwasalat Ghala, Muscat, Oman",Muscat,Oman,23.588088,58.355242,https://www.google.com/maps/place/?q=place_id:ChIJ7f-2MRgBjj4RnJZvj2dTYb4,https://www.instagram.com/bluzion_oman/,+968 9241 7550,https://www.instagram.com/bluzion_oman/,https://www.google.com/s2/favicons?domain=www.instagram.com&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/05/11/3009009.jpeg,,,,,,,,,,,,3.50,,,,,,29,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJqxX3WiT_kT4RW_FOi52X62s,bahr-al-karam-l-l-c,Bahr Al-Karam L.L.C,Garages,,garage;car repair;mechanic,,"HCMM+J2P, Al Khuwayral Al Janubyyah St, Muscat, Oman",Muscat,Oman,23.584094,58.432565,https://www.google.com/maps/place/?q=place_id:ChIJqxX3WiT_kT4RW_FOi52X62s,https://www.google.com/maps/place/?q=place_id:ChIJqxX3WiT_kT4RW_FOi52X62s,+968 9640 1406,https://www.google.com/maps/place/?q=place_id:ChIJqxX3WiT_kT4RW_FOi52X62s,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=83Z5j9a53bptt4dtx-on5g&cb_client=search.gws-prod.gps&w=900&h=900&yaw=142.52538&pitch=0&thumbfov=100,,,,,Car repair and maintenance service,Car repair and maintenance service,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJt5K5d2D_kT4R2urE1FF2QAI,blue-zone-auto-center,Blue Zone Auto Center بلوزون للعناية بالسيارات,Garages,,garage;car repair;mechanic,,"Al Ghubrah St Ghala Ghala, مسقط 111, Oman",Muscat,Oman,23.576734,58.383418,https://www.google.com/maps/place/?q=place_id:ChIJt5K5d2D_kT4R2urE1FF2QAI,https://instagram.com/bluezone_om,+968 9199 4991,https://instagram.com/bluezone_om,https://www.google.com/s2/favicons?domain=instagram.com&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/03/18/2958649.jpg,,,,,,,,,,,,4.30,,,,,,43,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJE5D8kR_9jT4R3yA9nAW1wdM,bullseye-car-electricity,Bullseye Car Electricity,Garages,,garage;car repair;mechanic,,"2511 Way, Sib 121, Oman",Muscat,Oman,23.629395,58.232843,https://www.google.com/maps/place/?q=place_id:ChIJE5D8kR_9jT4R3yA9nAW1wdM,https://www.google.com/maps/place/?q=place_id:ChIJE5D8kR_9jT4R3yA9nAW1wdM,+968 9403 5028,https://www.google.com/maps/place/?q=place_id:ChIJE5D8kR_9jT4R3yA9nAW1wdM,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LCvq8uDrFVKBgBa7BJ51gg&cb_client=search.gws-prod.gps&w=900&h=900&yaw=123.1027&pitch=0&thumbfov=100,,,,,Car repair and maintenance service,Car repair and maintenance service,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJRWVwSCT3kT4Rhfx-TokqX3U,bush-shop-for-all-cars-hassan-bush,Bush shop for all cars (HASSAN BUSH),Garages,,garage;car repair;mechanic,,"5611, Muscat, Oman",Muscat,Oman,23.591933,58.562462,https://www.google.com/maps/place/?q=place_id:ChIJRWVwSCT3kT4Rhfx-TokqX3U,https://www.google.com/maps/place/?q=place_id:ChIJRWVwSCT3kT4Rhfx-TokqX3U,+968 9251 8655,https://www.google.com/maps/place/?q=place_id:ChIJRWVwSCT3kT4Rhfx-TokqX3U,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipPLI-k0UHlRV1nlPT0TVodk8yeduBRue2kkCUYu=w900-h900-p-k-no,,,,,★★★★★ · Car repair and maintenance service,★★★★★ · Car repair and maintenance service,,,,,,5.00,,,,,,2,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ3Xuhu2b9jT4RaJK3MYOeeI0,carfix-maintenance-and-repair-center,CARFiX Maintenance and Repair Center كارفكس مركز صيانة واصلاح,Garages,,garage;car repair;mechanic,,"Al Hail South Al Seeb Shell station, Alseeb Bowling Center, مسقط، Oman",Muscat,Oman,23.640826,58.222986,https://www.google.com/maps/place/?q=place_id:ChIJ3Xuhu2b9jT4RaJK3MYOeeI0,https://www.google.com/maps/place/?q=place_id:ChIJ3Xuhu2b9jT4RaJK3MYOeeI0,+968 9584 6640,https://www.google.com/maps/place/?q=place_id:ChIJ3Xuhu2b9jT4RaJK3MYOeeI0,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipOyFtseegnjQe4gVBXG05Iy-kdl2L-7dyxp_Ajo=w900-h900-p-k-no,,,,,★★★★☆ · Car repair and maintenance service,★★★★☆ · Car repair and maintenance service,,,,,,3.80,,,,,,92,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJQQ56dQABjj4RWBiEWCxlr8Y,car-accessories-and-batteries,Car Accessories and Batteries,Garages,,garage;car repair;mechanic,,"H9PC+PFX, Al Maardih St, Muscat, Oman",Muscat,Oman,23.586682,58.371201,https://www.google.com/maps/place/?q=place_id:ChIJQQ56dQABjj4RWBiEWCxlr8Y,https://www.google.com/maps/place/?q=place_id:ChIJQQ56dQABjj4RWBiEWCxlr8Y,,https://www.google.com/maps/place/?q=place_id:ChIJQQ56dQABjj4RWBiEWCxlr8Y,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V-Cir6loPeBhee8M1GwTvQ&cb_client=search.gws-prod.gps&w=900&h=900&yaw=195.91684&pitch=0&thumbfov=100,,,,,★★★★★ · Auto repair shop,★★★★★ · Auto repair shop,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJXQ0VUwD9jT4R_PRE95e2FZo,car-battery-shop,Car Battery Shop,Garages,,garage;car repair;mechanic,,"H6WX+7QV, Seeb, Oman",Muscat,Oman,23.595731,58.249429,https://www.google.com/maps/place/?q=place_id:ChIJXQ0VUwD9jT4R_PRE95e2FZo,https://www.google.com/maps/place/?q=place_id:ChIJXQ0VUwD9jT4R_PRE95e2FZo,+968 9901 4567,https://www.google.com/maps/place/?q=place_id:ChIJXQ0VUwD9jT4R_PRE95e2FZo,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npiTq-iaAvCpY747QuSWJuy0lv_KDgqvkzk5iiUaLzMLxyw_55jIIV6Rp8KgYPf7s7RPcLiUSAlHox_8ArT2Qk3zCK5ysYAdLUF0yIiUnw5xLvUzxKrzAKKKpDhjqhcA3tRRdKX4YpEdajY=w900-h900-p-k-no,,,,,★★★☆☆ · Auto repair shop,★★★☆☆ · Auto repair shop,,,,,,3.00,,,,,,2,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJQ3MQW2nnjT4RfG19NcNMSrU,car-service-repair-maintenance-mabela-muscat-oman-expresslanes,"Car Service Repair & Maintenance , Mabela Muscat ,Oman [ExpressLanes]",Garages,,garage;car repair;mechanic,,"Al Maabilah, Seeb 111, Oman",Muscat,Oman,23.654331,58.096030,https://www.google.com/maps/place/?q=place_id:ChIJQ3MQW2nnjT4RfG19NcNMSrU,https://www.expresslanes.om/,+968 9965 8007,https://www.expresslanes.om/,https://www.google.com/s2/favicons?domain=www.expresslanes.om&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/03/18/2958648.jpg,,,,,,,,,,,,4.90,,,,,,67,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJd3Iqplr9jT4RdWSEknFXBs4,car-upholstery,Car Upholstery,Garages,,garage;car repair;mechanic,,"J6PH+3W9, Seeb, Oman",Muscat,Oman,23.635156,58.229844,https://www.google.com/maps/place/?q=place_id:ChIJd3Iqplr9jT4RdWSEknFXBs4,https://www.google.com/maps/place/?q=place_id:ChIJd3Iqplr9jT4RdWSEknFXBs4,+968 9274 8923,https://www.google.com/maps/place/?q=place_id:ChIJd3Iqplr9jT4RdWSEknFXBs4,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqLkzP3OmaPiP8ertITKFpo33IvI42N6M3FeLGpa9GNrXNeC39nPZtj2s3HGZ0ksJT7MPh-V3wjhvAnv3lHwYKoyDrqMRNmEagwhgBLGDAySXCYNwVzSIdrCIuraoTj4lgHaENI=w900-h900-p-k-no,,,,,★★★★★ · Auto repair shop,★★★★★ · Auto repair shop,,,,,,4.90,,,,,,12,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJIdyg7ir_kT4RrVKYvXyLK6Y,car-care-station,Car care station,Garages,,garage;car repair;mechanic,,"HCG9+RH8, Muscat, Oman",Muscat,Oman,23.577050,58.418957,https://www.google.com/maps/place/?q=place_id:ChIJIdyg7ir_kT4RrVKYvXyLK6Y,https://www.google.com/maps/place/?q=place_id:ChIJIdyg7ir_kT4RrVKYvXyLK6Y,+968 9706 6008,https://www.google.com/maps/place/?q=place_id:ChIJIdyg7ir_kT4RrVKYvXyLK6Y,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DF9bHCrt6asSB4BCLss6LA&cb_client=search.gws-prod.gps&w=900&h=900&yaw=305.11194&pitch=0&thumbfov=100,,,,,★★★★★ · Mechanic,★★★★★ · Mechanic,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJqTghjav9jT4RFMb3Up8xA8c,car-clean-and-oil-change-center,Car clean and oil change center,Garages,,garage;car repair;mechanic,,"J7F6+VR4, Al Mauj St, Muscat, Oman",Muscat,Oman,23.624647,58.262083,https://www.google.com/maps/place/?q=place_id:ChIJqTghjav9jT4RFMb3Up8xA8c,https://www.google.com/maps/place/?q=place_id:ChIJqTghjav9jT4RFMb3Up8xA8c,,https://www.google.com/maps/place/?q=place_id:ChIJqTghjav9jT4RFMb3Up8xA8c,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npiIVzVzJafLKaz752TesuNtcQsvkFFKKs2v9jxjO2ntctYWAKOpqrKeC0AGs3iCSMVsgLb5AQJ2PP4_4OMP4GY6-ymn-O1G2GTt23O92x2NtWtxwQyJNHRlWcvtDAYNLX1dm-C=w900-h900-p-k-no,,,,,★★☆☆☆ · Auto repair shop,★★☆☆☆ · Auto repair shop,,,,,,2.30,,,,,,10,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJla2I8p73kT4RXsmP8bv4iuw,car-dignosis-by-computer-and-oil-change,Car dignosis by computer and oil change,Garages,,garage;car repair;mechanic,,"63 St, Muscat, Oman",Muscat,Oman,23.582810,58.558821,https://www.google.com/maps/place/?q=place_id:ChIJla2I8p73kT4RXsmP8bv4iuw,https://www.google.com/maps/place/?q=place_id:ChIJla2I8p73kT4RXsmP8bv4iuw,+968 9527 3454,https://www.google.com/maps/place/?q=place_id:ChIJla2I8p73kT4RXsmP8bv4iuw,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipOkWjBmOCHMcKaaHMQt3OrHtXDOQ99VquE1VcNW=w900-h900-p-k-no,,,,,★☆☆☆☆ · Auto repair shop,★☆☆☆☆ · Auto repair shop,,,,,,1.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ7W4CKQD9jT4RPyeYQfhYF_I,car-electrician-mohajan-investments-spc,Car electrician MOHAJAN INVESTMENTS SPC,Garages,,garage;car repair;mechanic,,"J6HM+P34, Seeb, Oman",Muscat,Oman,23.629273,58.232689,https://www.google.com/maps/place/?q=place_id:ChIJ7W4CKQD9jT4RPyeYQfhYF_I,https://www.google.com/maps/place/?q=place_id:ChIJ7W4CKQD9jT4RPyeYQfhYF_I,+968 9985 2752,https://www.google.com/maps/place/?q=place_id:ChIJ7W4CKQD9jT4RPyeYQfhYF_I,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nraNNL1MlL8xjMtU5C3lf64eeQm3dfeAVziYD5-nLOVolQIfM0Aq9fF4vHJB_EmX0tZ-4jdw5vHlXeHGspyfQsQ4N_ZvmD2XbqwZmGE-6laBPHHa8-xRDoGnetPlDsGBFQIR3MX=w900-h900-p-k-no,,,,,★★★★★ · Car repair and maintenance service,★★★★★ · Car repair and maintenance service,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ6dUnewD3kT4RvMoo1_bgFNI,car-headlights-repair-and-scale,Car headlights repair and scale,Garages,,garage;car repair;mechanic,,"HHW5+3WQ, Muscat, Oman",Muscat,Oman,23.595202,58.559849,https://www.google.com/maps/place/?q=place_id:ChIJ6dUnewD3kT4RvMoo1_bgFNI,https://www.google.com/maps/place/?q=place_id:ChIJ6dUnewD3kT4RvMoo1_bgFNI,+968 9778 3712,https://www.google.com/maps/place/?q=place_id:ChIJ6dUnewD3kT4RvMoo1_bgFNI,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq3jMNE9CP90H1sMjtHCoUjfPwyQ9M5kliJ3qD2Ex7Q9p3nSOZ1EMEaDUUbYI6NkG7YZC4bPHzS2pWZ6qMot6YsCkhwTvpfH3dtbqLYjLPav_Zw6810tjn62OFqoxCzgI3t6D0v=w900-h900-p-k-no,,,,,★★★★★ · Auto repair shop,★★★★★ · Auto repair shop,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ75f9OxsBjj4R6W254A0UOYQ,car-repair,Car repair,Garages,,garage;car repair;mechanic,,"Al Ansab St, Muscat 112, Oman",Muscat,Oman,23.532675,58.347236,https://www.google.com/maps/place/?q=place_id:ChIJ75f9OxsBjj4R6W254A0UOYQ,https://www.google.com/maps/place/?q=place_id:ChIJ75f9OxsBjj4R6W254A0UOYQ,+968 9743 3834,https://www.google.com/maps/place/?q=place_id:ChIJ75f9OxsBjj4R6W254A0UOYQ,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipOR3HjvKR9BvLEtH9DQ4k-YaTu19aFdm7kJwJe6=w900-h900-p-k-no,,,,,Car repair and maintenance service,Car repair and maintenance service,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ93Gbxs_9jT4Rof3G_fKwRQs,car-repair-and-battery-replacement-service-24-hours-service,Car repair and battery replacement service 24 hours service,Garages,,garage;car repair;mechanic,,"Seeb, Oman",Muscat,Oman,23.594744,58.249090,https://www.google.com/maps/place/?q=place_id:ChIJ93Gbxs_9jT4Rof3G_fKwRQs,https://www.google.com/maps/place/?q=place_id:ChIJ93Gbxs_9jT4Rof3G_fKwRQs,+968 9743 3834,https://www.google.com/maps/place/?q=place_id:ChIJ93Gbxs_9jT4Rof3G_fKwRQs,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipMNVuLh884_Ux0lYOVlucE8baU0R-oCVJX9GwxI=w900-h900-p-k-no,,,,,★★★★★ · Auto repair shop,★★★★★ · Auto repair shop,,,,,,4.70,,,,,,20,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJOWkeFOj9jT4RxKyFX9OyAYY,car-repair-and-bettery-replacement,Car repair and bettery replacement,Garages,,garage;car repair;mechanic,,"near city centre, Sib 112, Oman",Muscat,Oman,23.595029,58.249106,https://www.google.com/maps/place/?q=place_id:ChIJOWkeFOj9jT4RxKyFX9OyAYY,https://www.google.com/maps/place/?q=place_id:ChIJOWkeFOj9jT4RxKyFX9OyAYY,+968 9721 5825,https://www.google.com/maps/place/?q=place_id:ChIJOWkeFOj9jT4RxKyFX9OyAYY,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipOvYk30MfqqsjqVV_UMNnPFr5HNKomJIwTeH_Ue=w900-h900-p-k-no,,,,,★★★★★ · Car battery store,★★★★★ · Car battery store,,,,,,4.90,,,,,,62,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJmacwTgAJjj4RxyR_HmvmRck,car-mechanic-home-service-general-service,Car 🚗 mechanic home service general service,Garages,,garage;car repair;mechanic,,"G5FQ+CJH, Al Jafnayn, Oman",Muscat,Oman,23.523553,58.189103,https://www.google.com/maps/place/?q=place_id:ChIJmacwTgAJjj4RxyR_HmvmRck,https://www.google.com/maps/place/?q=place_id:ChIJmacwTgAJjj4RxyR_HmvmRck,+968 9902 3259,https://www.google.com/maps/place/?q=place_id:ChIJmacwTgAJjj4RxyR_HmvmRck,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrFPP7UETk4nXdNQmjAUfBE0vpYDMvPZ_yYDbyTOqSnWTqDwPV5KLvK9SabI_0OfcoVza0AOUtnY_Ytf_TK7X_CG6fx5YoiEal2mjNcpCfwp-j44h3iIbavPemisJUiGNmshwNR=w900-h900-p-k-no,,,,,★★★★★ · Mechanic,★★★★★ · Mechanic,,,,,,5.00,,,,,,6,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJby1KQb3_kT4RXH28OfygBv8,carplay,CarPlay,Garages,,garage;car repair;mechanic,,"Unnamed Road, مسقط،، Muscat, Oman",Muscat,Oman,23.581306,58.396201,https://www.google.com/maps/place/?q=place_id:ChIJby1KQb3_kT4RXH28OfygBv8,https://www.google.com/maps/place/?q=place_id:ChIJby1KQb3_kT4RXH28OfygBv8,+968 7260 5500,https://www.google.com/maps/place/?q=place_id:ChIJby1KQb3_kT4RXH28OfygBv8,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipNbDrrTdSY7pPDUXmFwi-3zkPUgU1gUpgmM_lTg=w900-h900-p-k-no,,,,,★★★★☆ · Auto repair shop,★★★★☆ · Auto repair shop,,,,,,3.70,,,,,,3,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJE6G8Tej_kT4RUu1yVdEkv_g,castrol-auto-service,Castrol Auto Service,Garages,,garage;car repair;mechanic,,"Al Ghubrah Ash Shamaliyyah, Ghubra 130, Oman",Muscat,Oman,23.585737,58.405587,https://www.google.com/maps/place/?q=place_id:ChIJE6G8Tej_kT4RUu1yVdEkv_g,http://www.castrol.com/,+968 9247 6069,http://www.castrol.com/,https://www.google.com/s2/favicons?domain=www.castrol.com&sz=128,https://www.castrol.com/content/dam/castrol/business-sites-new/en/global/corporate/images/about-castrol/newsroom/hybrid-horizons/hybrid-horizons-carousel-2-card.jpg,,,,,"At Castrol, we’re breaking boundaries and moving forwards on a pathway of change. Embracing the new to accelerate progress.","At Castrol, we’re breaking boundaries and moving forwards on a pathway of change. Embracing the new to accelerate progress. We use cookies to collect and analyse information on our site's performance and to enable the site to function. Cookies also allow us and our partners to show you relevant ads when you visit our site and other 3rd party websites, including social networks. You can choose to allow all cookies by clicking 'Allow all', or manage them individually by clicking 'Manage cookie preferences', where you will also find more information.",,,oil change;tires;warranty;brand specialist,,,3.90,,,,,,49,Google,,2025-10-04,,,,Yes,,,https://www.castrol.com/en/global/corporate/services.html,,,,,Yes,,Yes,,,,,,,,,Yes,,,1999-2025
ChIJMT-XHWL3kT4RSx45jKzzx6c,computer-car-check-auto-electrician-ac-repair,"Computer car check, Auto Electrician & AC Repair",Garages,,garage;car repair;mechanic,,"HHJ6+M3C, 63 St, Muscat, Oman",Muscat,Oman,23.581680,58.560142,https://www.google.com/maps/place/?q=place_id:ChIJMT-XHWL3kT4RSx45jKzzx6c,https://www.google.com/maps/place/?q=place_id:ChIJMT-XHWL3kT4RSx45jKzzx6c,+968 9769 3701,https://www.google.com/maps/place/?q=place_id:ChIJMT-XHWL3kT4RSx45jKzzx6c,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=StyC4KqD7nK4qFYsIhSNNg&cb_client=search.gws-prod.gps&w=900&h=900&yaw=76.105316&pitch=0&thumbfov=100,,,,,Auto repair shop,Auto repair shop,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJRyevbdUDjj4RxU76Ezo6wRY,drivex,Drivex,Garages,,garage;car repair;mechanic,,"F7c8+jjw, Muscat 130, Oman",Muscat,Oman,23.471500,58.266569,https://www.google.com/maps/place/?q=place_id:ChIJRyevbdUDjj4RxU76Ezo6wRY,https://drivex-int.com/,+968 7924 9995,https://drivex-int.com/,https://www.google.com/s2/favicons?domain=drivex-int.com&sz=128,https://drivex-int.com/wp-content/uploads/2024/05/Screen-Shot-2024-05-25-at-17.39.45.png,,,,,"Drivex is Oman's premier German car specialist. We offer expert service & repair for BMW, Mercedes, Porsche, Range Rover & VW. Contact","Drivex is Oman's premier German car specialist. We offer expert service & repair for BMW, Mercedes, Porsche, Range Rover & VW. Contact Discover Drivex , Oman’s premier destination for premium automotive service and repair. Established in 2020 by a dedicated Omani mechanical engineer, Drivex rapidly rose to prominence as a paragon of quality for car aficionados and selective motorists. Our facility transcends ordinary repair shops—it’s a refuge where acute precision, deep expertise, and fervent passion unite to rejuvenate your cherished vehicle.",,,transmission;brand specialist,,,4.70,,,,,,69,Google,,2025-10-04,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,
ChIJbRTZs-L_kT4RAfUiqZzui4s,electric-car-repair,Electric Car Repair,Garages,,garage;car repair;mechanic,,"HCQ4+C5Q, Street 4006, Muscat, Oman",Muscat,Oman,23.588580,58.405496,https://www.google.com/maps/place/?q=place_id:ChIJbRTZs-L_kT4RAfUiqZzui4s,https://www.google.com/maps/place/?q=place_id:ChIJbRTZs-L_kT4RAfUiqZzui4s,,https://www.google.com/maps/place/?q=place_id:ChIJbRTZs-L_kT4RAfUiqZzui4s,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np3xL4AK1oHsk88OLXG55794nE-U1HXDtaUsCluwmUczAcSHjnk4nLZtHmWpAQnjukrVV8OJileeNrwFtO7ssb2gWbt6D-mjBv1QcMywvvrnqFF29-roR2XPTgzbd0tMhK90U2I=w900-h900-p-k-no,,,,,★★★★★ · Auto repair shop,★★★★★ · Auto repair shop,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ_akAqJL8jT4RpvSbNkJD2w0,electronic-key,Electronic Key,Garages,,garage;car repair;mechanic,,"الحيل الجنوبية السيب‎ OM، Sib 116, Oman",Muscat,Oman,23.640607,58.223565,https://www.google.com/maps/place/?q=place_id:ChIJ_akAqJL8jT4RpvSbNkJD2w0,https://www.instagram.com/ekey_om?igsh=MWt0OWsxazNpMTYwaw==,+968 9519 4386,https://www.instagram.com/ekey_om?igsh=MWt0OWsxazNpMTYwaw==,https://www.google.com/s2/favicons?domain=www.instagram.com&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/03/18/2958648.jpg,,,,,,,,,,,,4.40,,,,,,240,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJk8HvBcIBjj4RFkH7oHSJ7_E,express-auto-repairs,Express Auto Repairs,Garages,,garage;car repair;mechanic,,"Muscat, Oman",Muscat,Oman,23.566346,58.354299,https://www.google.com/maps/place/?q=place_id:ChIJk8HvBcIBjj4RFkH7oHSJ7_E,https://www.google.com/maps/place/?q=place_id:ChIJk8HvBcIBjj4RFkH7oHSJ7_E,+968 9869 3333,https://www.google.com/maps/place/?q=place_id:ChIJk8HvBcIBjj4RFkH7oHSJ7_E,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq6Z-7N9tMvGjSIwpEoVzclgwTY7LJZpOeppG3lNvJrxvfEUUmPjepA5_XrbhD35eGZU6kO1FnK6dJuFcacWkgZP1ZqT0D64VrjHQje_eI6rwSeqW5c6cRvvI2PZSPzwJJT3Dm84x8TmtkB=w900-h900-p-k-no,,,,,★★★☆☆ · Auto repair shop,★★★☆☆ · Auto repair shop,,,,,,2.60,,,,,,34,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,
