id,slug,name,category,tagline,tags,neighborhood,address,city,country,lat,lng,website,phone,maps_url,hours_raw,logo_url,hero_url,image_credit,image_source_url,place_id,osm_type,osm_id,wikidata_id,url,price_range,busyness_hint,about_short,about_long,amenities
ChIJAdZ0Qxn9jT4RYqW_K_A906E,dubai-shopping-centre-international-llc-hypermarket,Dubai Shopping Centre International LLC Hypermarket,Malls,,mall;shopping;retail,,"J64G+P9V, Seeb, Oman",Muscat,Oman,23.606856,58.225922,https://www.google.com/maps/place/?q=place_id:ChIJAdZ0Qxn9jT4RYqW_K_A906E,+968 9774 7005,https://www.google.com/maps/place/?q=place_id:ChIJAdZ0Qxn9jT4RYqW_K_A906E,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJAdZ0Qxn9jT4RYqW_K_A906E,,,,https://www.google.com/maps/place/?q=place_id:ChIJAdZ0Qxn9jT4RYqW_K_A906E,,,,,
ChIJUZeM-qX8jT4RukWBs3CQfzM,emirates-market-al-khoud,Emirates Market Al Khoud,Malls,,mall;shopping;retail,,"Seeb, Oman",Muscat,Oman,23.650410,58.201242,https://instagram.com/emiratesmarketalkhoud?igshid=YmMyMTA2M2Y=,+968 9447 6762,https://www.google.com/maps/place/?q=place_id:ChIJUZeM-qX8jT4RukWBs3CQfzM,,https://www.google.com/s2/favicons?domain=instagram.com&sz=128,,,,ChIJUZeM-qX8jT4RukWBs3CQfzM,,,,https://instagram.com/emiratesmarketalkhoud?igshid=YmMyMTA2M2Y=,,,,,
ChIJ33k3X5P9jT4RMy9zQEDeDlg,emirates-market-mawaleh,Emirates Market Mawaleh,Malls,,mall;shopping;retail,,"Seeb 132, Oman",Muscat,Oman,23.602880,58.219264,https://instagram.com/emiratesmarketalkhoud?igshid=YmMyMTA2M2Y=,+968 9447 6762,https://www.google.com/maps/place/?q=place_id:ChIJ33k3X5P9jT4RMy9zQEDeDlg,,https://www.google.com/s2/favicons?domain=instagram.com&sz=128,,,,ChIJ33k3X5P9jT4RMy9zQEDeDlg,,,,https://instagram.com/emiratesmarketalkhoud?igshid=YmMyMTA2M2Y=,,,,,
ChIJO8GouOz_kT4RAR0DLdvE29Q,family-mart-building,Family Mart Building,Malls,,mall;shopping;retail,,"J92V+49Q, Muscat, Oman",Muscat,Oman,23.600335,58.393479,https://www.google.com/maps/place/?q=place_id:ChIJO8GouOz_kT4RAR0DLdvE29Q,+968 9900 8328,https://www.google.com/maps/place/?q=place_id:ChIJO8GouOz_kT4RAR0DLdvE29Q,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJO8GouOz_kT4RAR0DLdvE29Q,,,,https://www.google.com/maps/place/?q=place_id:ChIJO8GouOz_kT4RAR0DLdvE29Q,,,,,
ChIJb4dL5zT_kT4R0DdJkvwDjrU,fathima-hypermarket,Fathima Hypermarket,Malls,,mall;shopping;retail,,"OM, مسقط 131, Oman",Muscat,Oman,23.580815,58.395002,http://www.fathimagroup.com/,+968 9139 5582,https://www.google.com/maps/place/?q=place_id:ChIJb4dL5zT_kT4R0DdJkvwDjrU,,https://www.google.com/s2/favicons?domain=www.fathimagroup.com&sz=128,,,,ChIJb4dL5zT_kT4R0DdJkvwDjrU,,,,http://www.fathimagroup.com/,,,,,
ChIJC3qydQD5kT4RRpjuyZf7ubU,fathima-shopping-ruwi,Fathima Shopping Ruwi,Malls,,mall;shopping;retail,,"An Noor St, Muscat 131, Oman",Muscat,Oman,23.600609,58.539422,https://www.google.com/maps/place/?q=place_id:ChIJC3qydQD5kT4RRpjuyZf7ubU,+968 9139 5564,https://www.google.com/maps/place/?q=place_id:ChIJC3qydQD5kT4RRpjuyZf7ubU,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJC3qydQD5kT4RRpjuyZf7ubU,,,,https://www.google.com/maps/place/?q=place_id:ChIJC3qydQD5kT4RRpjuyZf7ubU,,,,,
ChIJNfYD1I73kT4R_mzY13U2Nq4,fishing-tackle-shop-mutrah,Fishing Tackle Shop Mutrah,Malls,,mall;shopping;retail,,"JHF6+F53, Muscat, Oman",Muscat,Oman,23.623627,58.560431,https://www.google.com/maps/place/?q=place_id:ChIJNfYD1I73kT4R_mzY13U2Nq4,+968 24 712552,https://www.google.com/maps/place/?q=place_id:ChIJNfYD1I73kT4R_mzY13U2Nq4,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJNfYD1I73kT4R_mzY13U2Nq4,,,,https://www.google.com/maps/place/?q=place_id:ChIJNfYD1I73kT4R_mzY13U2Nq4,,,,,
ChIJQboX_t39jT4RVjpcNz7KZuc,galleria-mall,Galleria Mall,Malls,,mall;shopping;retail,,"Al Barakat St, Sib, Oman",Muscat,Oman,23.632650,58.209529,https://www.google.com/maps/place/?q=place_id:ChIJQboX_t39jT4RVjpcNz7KZuc,,https://www.google.com/maps/place/?q=place_id:ChIJQboX_t39jT4RVjpcNz7KZuc,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJQboX_t39jT4RVjpcNz7KZuc,,,,https://www.google.com/maps/place/?q=place_id:ChIJQboX_t39jT4RVjpcNz7KZuc,,,,,
ChIJvStnzib_kT4RS4G9AU3YMJo,gallery-muscat,Gallery Muscat,Malls,,mall;shopping;retail,,"HCQW+4GM, Muscat, Oman",Muscat,Oman,23.587829,58.446309,https://www.google.com/maps/place/?q=place_id:ChIJvStnzib_kT4RS4G9AU3YMJo,+968 9216 9632,https://www.google.com/maps/place/?q=place_id:ChIJvStnzib_kT4RS4G9AU3YMJo,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJvStnzib_kT4RS4G9AU3YMJo,,,,https://www.google.com/maps/place/?q=place_id:ChIJvStnzib_kT4RS4G9AU3YMJo,,,,,
ChIJ03ahJX3_kT4RYu-2MRqS8nc,ghobra-city-plaza,Ghobra City Plaza,Malls,,mall;shopping;retail,,"H9JW+P7, Muscat 415, Oman",Muscat,Oman,23.582393,58.396019,https://www.google.com/maps/place/?q=place_id:ChIJ03ahJX3_kT4RYu-2MRqS8nc,,https://www.google.com/maps/place/?q=place_id:ChIJ03ahJX3_kT4RYu-2MRqS8nc,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJ03ahJX3_kT4RYu-2MRqS8nc,,,,https://www.google.com/maps/place/?q=place_id:ChIJ03ahJX3_kT4RYu-2MRqS8nc,,,,,
ChIJJx6dGLv_kT4Raiy1p_2bMVU,ghubrah-shopping-center,Ghubrah Shopping Center,Malls,,mall;shopping;retail,,"HCQ3+8RW, Souk Al Ghubrah St, Muscat, Oman",Muscat,Oman,23.588351,58.404575,https://www.google.com/maps/place/?q=place_id:ChIJJx6dGLv_kT4Raiy1p_2bMVU,+968 9835 3355,https://www.google.com/maps/place/?q=place_id:ChIJJx6dGLv_kT4Raiy1p_2bMVU,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJJx6dGLv_kT4Raiy1p_2bMVU,,,,https://www.google.com/maps/place/?q=place_id:ChIJJx6dGLv_kT4Raiy1p_2bMVU,,,,,
ChIJsWgEQEj9jT4R9AX2cbBO7iQ,golden-strings-shopping-center,Golden Strings shopping center,Malls,,mall;shopping;retail,,"H5RX+8MF, Seeb, Oman",Muscat,Oman,23.590823,58.199182,https://www.google.com/maps/place/?q=place_id:ChIJsWgEQEj9jT4R9AX2cbBO7iQ,,https://www.google.com/maps/place/?q=place_id:ChIJsWgEQEj9jT4R9AX2cbBO7iQ,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJsWgEQEj9jT4R9AX2cbBO7iQ,,,,https://www.google.com/maps/place/?q=place_id:ChIJsWgEQEj9jT4R9AX2cbBO7iQ,,,,,
ChIJeaZ189z5kT4RH-RLvOLWNGU,happy-center,Happy Center مركز السعيد,Malls,,mall;shopping;retail,,"3957 Way, Muscat, Oman",Muscat,Oman,23.588961,58.545324,http://www.facebook.com/happycenterom,+968 9829 4628,https://www.google.com/maps/place/?q=place_id:ChIJeaZ189z5kT4RH-RLvOLWNGU,,https://www.google.com/s2/favicons?domain=www.facebook.com&sz=128,,,,ChIJeaZ189z5kT4RH-RLvOLWNGU,,,,http://www.facebook.com/happycenterom,,,,,
ChIJ21NkJAD_kT4R-MiIxb7lSsg,jawharat-a-shati,Jawharat A’Shati مركز تجاري,Malls,,mall;shopping;retail,,"JF87+G5P, Muscat, Oman",Muscat,Oman,23.616203,58.462846,https://www.google.com/maps/place/?q=place_id:ChIJ21NkJAD_kT4R-MiIxb7lSsg,+968 24 692113,https://www.google.com/maps/place/?q=place_id:ChIJ21NkJAD_kT4R-MiIxb7lSsg,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJ21NkJAD_kT4R-MiIxb7lSsg,,,,https://www.google.com/maps/place/?q=place_id:ChIJ21NkJAD_kT4R-MiIxb7lSsg,,,,,
ChIJsw1Mm9v5kT4Rh0uDZsvrJU4,km-trading-ruwi,KM Trading Ruwi كي ام هايبرماركت,Malls,,mall;shopping;retail,,"HGRW+MGP, 3713 Way, Muscat, Oman",Muscat,Oman,23.591709,58.546328,http://www.kmtrading.com/,+968 24 771500,https://www.google.com/maps/place/?q=place_id:ChIJsw1Mm9v5kT4Rh0uDZsvrJU4,,https://www.google.com/s2/favicons?domain=www.kmtrading.com&sz=128,,,,ChIJsw1Mm9v5kT4Rh0uDZsvrJU4,,,,http://www.kmtrading.com/,,,,,
ChIJ1bbmfVX5kT4REpf12ns-UGo,malmart-amerat,MALMART AMERAT مول مارت العامرات,Malls,,mall;shopping;retail,,"مقابل اول دوار العامرات ،مول مارت, Al Amarat 119, Oman",Muscat,Oman,23.534279,58.510651,https://www.google.com/maps/place/?q=place_id:ChIJ1bbmfVX5kT4REpf12ns-UGo,,https://www.google.com/maps/place/?q=place_id:ChIJ1bbmfVX5kT4REpf12ns-UGo,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJ1bbmfVX5kT4REpf12ns-UGo,,,,https://www.google.com/maps/place/?q=place_id:ChIJ1bbmfVX5kT4REpf12ns-UGo,,,,,
ChIJ3cEG97L7kT4RNRxaFzjHTso,mehdi-stores,MEHDI STORES,Malls,,mall;shopping;retail,,"Al Amarat, Oman",Muscat,Oman,23.525196,58.506020,https://www.google.com/maps/place/?q=place_id:ChIJ3cEG97L7kT4RNRxaFzjHTso,+968 9129 2042,https://www.google.com/maps/place/?q=place_id:ChIJ3cEG97L7kT4RNRxaFzjHTso,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJ3cEG97L7kT4RNRxaFzjHTso,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3cEG97L7kT4RNRxaFzjHTso,,,,,
ChIJx-H-lrX_kT4R_UXDf5tCoYU,miniso-mall-of-muscat,MINISO-MALL OF MUSCAT,Malls,,mall;shopping;retail,,"R74 & R76 First Floor, Mall Of, مسقط 411, Oman",Muscat,Oman,23.588031,58.382872,https://www.miniso.com/,+968 24 457433,https://www.google.com/maps/place/?q=place_id:ChIJx-H-lrX_kT4R_UXDf5tCoYU,,https://www.google.com/s2/favicons?domain=www.miniso.com&sz=128,,,,ChIJx-H-lrX_kT4R_UXDf5tCoYU,,,,https://www.miniso.com/,,,,,
ChIJi5Jomuf9jT4RzlLQjMg8YTk,ms-max-seeb,MS MAX SEEB,Malls,,mall;shopping;retail,,"5117 Way, Sib, Oman",Muscat,Oman,23.652009,58.200016,https://www.google.com/maps/place/?q=place_id:ChIJi5Jomuf9jT4RzlLQjMg8YTk,+968 7740 0046,https://www.google.com/maps/place/?q=place_id:ChIJi5Jomuf9jT4RzlLQjMg8YTk,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJi5Jomuf9jT4RzlLQjMg8YTk,,,,https://www.google.com/maps/place/?q=place_id:ChIJi5Jomuf9jT4RzlLQjMg8YTk,,,,,
ChIJgWAnTygAjj4RT5BnpC0tfGw,majan-hypermarket,Majan Hypermarket,Malls,,mall;shopping;retail,,"H9G9+6WQ, Ghala As Sinaiyyah St, Muscat 130, Oman",Muscat,Oman,23.575591,58.369846,https://www.google.com/maps/place/?q=place_id:ChIJgWAnTygAjj4RT5BnpC0tfGw,+968 24 590502,https://www.google.com/maps/place/?q=place_id:ChIJgWAnTygAjj4RT5BnpC0tfGw,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJgWAnTygAjj4RT5BnpC0tfGw,,,,https://www.google.com/maps/place/?q=place_id:ChIJgWAnTygAjj4RT5BnpC0tfGw,,,,,
ChIJO8Qgpt35kT4RLb-jcNqGjDs,makkah-center,Makkah Center,Malls,,mall;shopping;retail,,"1/A/633 Souq Ruwi St, Muscat 112, Oman",Muscat,Oman,23.587491,58.546156,https://www.google.com/maps/place/?q=place_id:ChIJO8Qgpt35kT4RLb-jcNqGjDs,+968 9405 2899,https://www.google.com/maps/place/?q=place_id:ChIJO8Qgpt35kT4RLb-jcNqGjDs,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJO8Qgpt35kT4RLb-jcNqGjDs,,,,https://www.google.com/maps/place/?q=place_id:ChIJO8Qgpt35kT4RLb-jcNqGjDs,,,,,
ChIJLydcDO8Bjj4RYGhDKEvD0a8,mall-hills-avenue-plaza,Mall Hills Avenue Plaza,Malls,,mall;shopping;retail,,"Muscat Hills, Muscat 125, Oman",Muscat,Oman,23.577744,58.299688,https://hillsavenueplaza.com/,+968 9658 3031,https://www.google.com/maps/place/?q=place_id:ChIJLydcDO8Bjj4RYGhDKEvD0a8,,https://www.google.com/s2/favicons?domain=hillsavenueplaza.com&sz=128,,,,ChIJLydcDO8Bjj4RYGhDKEvD0a8,,,,https://hillsavenueplaza.com/,,,,,
ChIJwQKF64HkjT4RYWS4rBynEtY,mall-of-muscat,Mall of Muscat,Malls,,mall;shopping;retail,,"A Salam St, Sib, Oman",Muscat,Oman,23.645396,58.148331,http://www.mallofmuscat.com/,+968 24 014017,https://www.google.com/maps/place/?q=place_id:ChIJwQKF64HkjT4RYWS4rBynEtY,,https://www.google.com/s2/favicons?domain=www.mallofmuscat.com&sz=128,,,,ChIJwQKF64HkjT4RYWS4rBynEtY,,,,http://www.mallofmuscat.com/,,,,,
ChIJBXgfezL_kT4Rinma7tTl1js,mall-of-oman,Mall of Oman,Malls,,mall;shopping;retail,,"قبس الاعلامية، Bawshar St, Muscat, Oman",Muscat,Oman,23.573274,58.405250,https://www.mallofoman.net/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,+968 800 08282,https://www.google.com/maps/place/?q=place_id:ChIJBXgfezL_kT4Rinma7tTl1js,,https://www.google.com/s2/favicons?domain=www.mallofoman.net&sz=128,,,,ChIJBXgfezL_kT4Rinma7tTl1js,,,,https://www.mallofoman.net/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,,,,,
ChIJ3cbsEQD9jT4RltW-ay3M44k,mall-of-syria,Mall of Syria-سورية مول,Malls,,mall;shopping;retail,,"M644+3VH, Seeb, Oman",Muscat,Oman,23.655139,58.207151,https://www.google.com/maps/place/?q=place_id:ChIJ3cbsEQD9jT4RltW-ay3M44k,+968 9355 3366,https://www.google.com/maps/place/?q=place_id:ChIJ3cbsEQD9jT4RltW-ay3M44k,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJ3cbsEQD9jT4RltW-ay3M44k,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3cbsEQD9jT4RltW-ay3M44k,,,,,
ChIJk641vwb3kT4RrjbPGnIK2vM,markaz-al-bahja,Markaz Al Bahja,Malls,,mall;shopping;retail,,"Markaz Al Bahja, Muscat 111, Oman",Muscat,Oman,23.614229,58.246757,http://markazalbahja.com/,+968 24 540200,https://www.google.com/maps/place/?q=place_id:ChIJk641vwb3kT4RrjbPGnIK2vM,,https://www.google.com/s2/favicons?domain=markazalbahja.com&sz=128,,,,ChIJk641vwb3kT4RrjbPGnIK2vM,,,,http://markazalbahja.com/,,,,,
ChIJNSoig9z5kT4Rnv7FQS0PB4g,mazoon-shopping-mall,Mazoon Shopping Mall,Malls,,mall;shopping;retail,,"Souq Ruwi St, Muscat, Oman",Muscat,Oman,23.591059,58.546103,https://www.google.com/maps/place/?q=place_id:ChIJNSoig9z5kT4Rnv7FQS0PB4g,,https://www.google.com/maps/place/?q=place_id:ChIJNSoig9z5kT4Rnv7FQS0PB4g,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJNSoig9z5kT4Rnv7FQS0PB4g,,,,https://www.google.com/maps/place/?q=place_id:ChIJNSoig9z5kT4Rnv7FQS0PB4g,,,,,
ChIJJRK-IgX9jT4Rvj9jMMLTT5A,metro-shopping-center-al-hail,Metro Shopping Center (Al Hail),Malls,,mall;shopping;retail,,"J6MJ+R5X Seeb, Oman Al, السيب‎، Oman",Muscat,Oman,23.634564,58.230369,https://www.google.com/maps/place/?q=place_id:ChIJJRK-IgX9jT4Rvj9jMMLTT5A,+968 7809 6608,https://www.google.com/maps/place/?q=place_id:ChIJJRK-IgX9jT4Rvj9jMMLTT5A,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJJRK-IgX9jT4Rvj9jMMLTT5A,,,,https://www.google.com/maps/place/?q=place_id:ChIJJRK-IgX9jT4Rvj9jMMLTT5A,,,,,
ChIJ44oYwGD5kT4RwwsmmKRd69E,metro-shopping-center-ruwi,Metro Shopping Center (Ruwi),Malls,,mall;shopping;retail,,"HGRV+9X2, 3719 Way, Muscat, Oman",Muscat,Oman,23.590746,58.545215,https://www.google.com/maps/place/?q=place_id:ChIJ44oYwGD5kT4RwwsmmKRd69E,+968 7955 4275,https://www.google.com/maps/place/?q=place_id:ChIJ44oYwGD5kT4RwwsmmKRd69E,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJ44oYwGD5kT4RwwsmmKRd69E,,,,https://www.google.com/maps/place/?q=place_id:ChIJ44oYwGD5kT4RwwsmmKRd69E,,,,,
ChIJG-jB2iT5kT4RgLmlCbAxLSU,mikal-shopping-center,Mikal Shopping Center,Malls,,mall;shopping;retail,,"JG3X+XG8, 3233 Way, Muscat, Oman",Muscat,Oman,23.605031,58.548764,https://www.google.com/maps/place/?q=place_id:ChIJG-jB2iT5kT4RgLmlCbAxLSU,,https://www.google.com/maps/place/?q=place_id:ChIJG-jB2iT5kT4RgLmlCbAxLSU,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJG-jB2iT5kT4RgLmlCbAxLSU,,,,https://www.google.com/maps/place/?q=place_id:ChIJG-jB2iT5kT4RgLmlCbAxLSU,,,,,
ChIJZV3Lp5L8jT4RUl49icboj2Q,moments-shopping-center,Moments Shopping Center,Malls,,mall;shopping;retail,,"Seeb, Oman",Muscat,Oman,23.640846,58.223337,https://www.google.com/maps/place/?q=place_id:ChIJZV3Lp5L8jT4RUl49icboj2Q,+968 24 184780,https://www.google.com/maps/place/?q=place_id:ChIJZV3Lp5L8jT4RUl49icboj2Q,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJZV3Lp5L8jT4RUl49icboj2Q,,,,https://www.google.com/maps/place/?q=place_id:ChIJZV3Lp5L8jT4RUl49icboj2Q,,,,,
ChIJhwb7DKb_kT4Rl-UA5JqKhio,muscat-grand-mall,Muscat Grand Mall,Malls,,mall;shopping;retail,,"OM, شارع دوحة الأدب، مسقط 113, Oman",Muscat,Oman,23.589660,58.412528,https://www.google.com/maps/place/?q=place_id:ChIJhwb7DKb_kT4Rl-UA5JqKhio,+968 22 000000,https://www.google.com/maps/place/?q=place_id:ChIJhwb7DKb_kT4Rl-UA5JqKhio,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJhwb7DKb_kT4Rl-UA5JqKhio,,,,https://www.google.com/maps/place/?q=place_id:ChIJhwb7DKb_kT4Rl-UA5JqKhio,,,,,
ChIJfXcgru34kT4RNn9wSGdD9QU,national-choice,NATIONAL CHOICE,Malls,,mall;shopping;retail,,"Al araimi، Muscat 118, Oman",Muscat,Oman,23.629437,58.494503,https://www.google.com/maps/place/?q=place_id:ChIJfXcgru34kT4RNn9wSGdD9QU,+968 7921 1304,https://www.google.com/maps/place/?q=place_id:ChIJfXcgru34kT4RNn9wSGdD9QU,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJfXcgru34kT4RNn9wSGdD9QU,,,,https://www.google.com/maps/place/?q=place_id:ChIJfXcgru34kT4RNn9wSGdD9QU,,,,,
ChIJA38oksv_kT4REEeAnOiKhkY,najah-hypermarket,Najah Hypermarket,Malls,,mall;shopping;retail,,"H9VQ+CG, Muscat 130, Oman",Muscat,Oman,23.593563,58.388813,https://www.google.com/maps/place/?q=place_id:ChIJA38oksv_kT4REEeAnOiKhkY,,https://www.google.com/maps/place/?q=place_id:ChIJA38oksv_kT4REEeAnOiKhkY,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJA38oksv_kT4REEeAnOiKhkY,,,,https://www.google.com/maps/place/?q=place_id:ChIJA38oksv_kT4REEeAnOiKhkY,,,,,
ChIJo1QpSxf_kT4RQjFUQt37NX4,noor-shopping,Noor Shopping,Malls,,mall;shopping;retail,,"3933 Way, Muscat, Oman",Muscat,Oman,23.593725,58.434257,https://www.google.com/maps/place/?q=place_id:ChIJo1QpSxf_kT4RQjFUQt37NX4,+968 9419 5655,https://www.google.com/maps/place/?q=place_id:ChIJo1QpSxf_kT4RQjFUQt37NX4,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJo1QpSxf_kT4RQjFUQt37NX4,,,,https://www.google.com/maps/place/?q=place_id:ChIJo1QpSxf_kT4RQjFUQt37NX4,,,,,
ChIJY05KQDv_kT4RTJcu-utprE0,oasis-mall,Oasis Mall,Malls,,mall;shopping;retail,,"Madinat Sultan Qaboos St., Al Khuwair, Oman",Muscat,Oman,23.596232,58.446888,http://www.oasisshoppingmalls.com/,+968 9462 2221,https://www.google.com/maps/place/?q=place_id:ChIJY05KQDv_kT4RTJcu-utprE0,,https://www.google.com/s2/favicons?domain=www.oasisshoppingmalls.com&sz=128,,,,ChIJY05KQDv_kT4RTJcu-utprE0,,,,http://www.oasisshoppingmalls.com/,,,,,
ChIJo41Qwln-kT4RnQPzskVTgYs,ocean-mart-express,Ocean Mart Express,Malls,,mall;shopping;retail,,"HC87+27W, Al Maha St, Muscat, Oman",Muscat,Oman,23.565052,58.413325,https://www.google.com/maps/place/?q=place_id:ChIJo41Qwln-kT4RnQPzskVTgYs,+968 7934 6824,https://www.google.com/maps/place/?q=place_id:ChIJo41Qwln-kT4RnQPzskVTgYs,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJo41Qwln-kT4RnQPzskVTgYs,,,,https://www.google.com/maps/place/?q=place_id:ChIJo41Qwln-kT4RnQPzskVTgYs,,,,,
ChIJ6bhSMKT_kT4RruG3I9MBaJM,oman-avenues-mall,Oman Avenues Mall,Malls,,mall;shopping;retail,,"Sultan Qaboos St, Muscat, Oman",Muscat,Oman,23.589920,58.411422,https://www.omanavenuesmall.om/,+968 22 005400,https://www.google.com/maps/place/?q=place_id:ChIJ6bhSMKT_kT4RruG3I9MBaJM,,https://www.google.com/s2/favicons?domain=www.omanavenuesmall.om&sz=128,,,,ChIJ6bhSMKT_kT4RruG3I9MBaJM,,,,https://www.omanavenuesmall.om/,,,,,
ChIJyXqFJcX5kT4R04NeVMFVCKg,oman-commercial-center,Oman Commercial Center,Malls,,mall;shopping;retail,,"HGRR+MQ8, Muscat, Oman",Muscat,Oman,23.592747,58.542182,https://www.google.com/maps/place/?q=place_id:ChIJyXqFJcX5kT4R04NeVMFVCKg,,https://www.google.com/maps/place/?q=place_id:ChIJyXqFJcX5kT4R04NeVMFVCKg,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJyXqFJcX5kT4R04NeVMFVCKg,,,,https://www.google.com/maps/place/?q=place_id:ChIJyXqFJcX5kT4R04NeVMFVCKg,,,,,
ChIJ09zaAwf_kT4RBguPcT-p1a0,oman-gift-center,Oman Gift Center,Malls,,mall;shopping;retail,,"HCWW+CX8, 3305 Way, Muscat, Oman",Muscat,Oman,23.596044,58.447468,http://omanstore24.com/omangiftcenter,,https://www.google.com/maps/place/?q=place_id:ChIJ09zaAwf_kT4RBguPcT-p1a0,,https://www.google.com/s2/favicons?domain=omanstore24.com&sz=128,,,,ChIJ09zaAwf_kT4RBguPcT-p1a0,,,,http://omanstore24.com/omangiftcenter,,,,,
ChIJ8XDoOrT4kT4RAimPNwWLZNo,opera-galleria,Opera Galleria الأوبرا جالاريا,Malls,,mall;shopping;retail,,"JF78+FH9, Al Kharjiyah St, Muscat, Oman",Muscat,Oman,23.613663,58.466474,https://www.rohmuscat.org.om/en/OperaGalleria,+968 24 403440,https://www.google.com/maps/place/?q=place_id:ChIJ8XDoOrT4kT4RAimPNwWLZNo,,https://www.google.com/s2/favicons?domain=www.rohmuscat.org.om&sz=128,,,,ChIJ8XDoOrT4kT4RAimPNwWLZNo,,,,https://www.rohmuscat.org.om/en/OperaGalleria,,,,,
ChIJLedzXK7_kT4RB0ggqH6ovl4,panorama-mall,Panorama Mall,Malls,,mall;shopping;retail,,"Al Ghubrah St, Muscat, Oman",Muscat,Oman,23.582022,58.408028,http://panoramamalloman.com/,,https://www.google.com/maps/place/?q=place_id:ChIJLedzXK7_kT4RB0ggqH6ovl4,,https://www.google.com/s2/favicons?domain=panoramamalloman.com&sz=128,,,,ChIJLedzXK7_kT4RB0ggqH6ovl4,,,,http://panoramamalloman.com/,,,,,
ChIJoz82Fd79jT4RpXHrGr0wRrE,qaf-shopping,Qaf Shopping,Malls,,mall;shopping;retail,,"Unnamed Road, السيب‎، Oman",Muscat,Oman,23.594471,58.223719,https://www.google.com/maps/place/?q=place_id:ChIJoz82Fd79jT4RpXHrGr0wRrE,+968 7963 7884,https://www.google.com/maps/place/?q=place_id:ChIJoz82Fd79jT4RpXHrGr0wRrE,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJoz82Fd79jT4RpXHrGr0wRrE,,,,https://www.google.com/maps/place/?q=place_id:ChIJoz82Fd79jT4RpXHrGr0wRrE,,,,,
ChIJu9Thq23_kT4REQXpQgyHl70,quality-saving-center,Quality & Saving Center,Malls,,mall;shopping;retail,,"HCWX+J4F فرع الخوير، Dauhat Al Adab St, Muscat, Oman",Muscat,Oman,23.596812,58.447812,https://qs-center.net/,+968 9550 9811,https://www.google.com/maps/place/?q=place_id:ChIJu9Thq23_kT4REQXpQgyHl70,,https://www.google.com/s2/favicons?domain=qs-center.net&sz=128,,,,ChIJu9Thq23_kT4REQXpQgyHl70,,,,https://qs-center.net/,,,,,
ChIJH5PenRv7jT4RIUZJ9sLCR1g,rial-center,RIAL CENTER,Malls,,mall;shopping;retail,,"M55X+4GC, Seeb, Oman",Muscat,Oman,23.657761,58.198800,https://www.google.com/maps/place/?q=place_id:ChIJH5PenRv7jT4RIUZJ9sLCR1g,+968 7940 0050,https://www.google.com/maps/place/?q=place_id:ChIJH5PenRv7jT4RIUZJ9sLCR1g,,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,ChIJH5PenRv7jT4RIUZJ9sLCR1g,,,,https://www.google.com/maps/place/?q=place_id:ChIJH5PenRv7jT4RIUZJ9sLCR1g,,,,,
