id,slug,name,category,tagline,tags,neighborhood,address,city,country,lat,lng,maps_url,website,phone,url,logo_url,hero_url,image_credit,image_source_url,hours_raw,description,about_short,about_long,price_range,pricing,amenities,cuisines,meals,rating_overall,sub_food_quality,sub_service,sub_ambience,sub_value,sub_accessibility,review_count,review_source,review_insight,last_updated,catering_types,per_person_price_range,min_order,tastings_available,delivery_fee,equipment_rental,menu_url,packages_url,inquiry_url,corporate_catering,wedding_catering,private_events,live_stations,buffet,delivery_available,setup_included,service_area,min_order_currency,min_order_amount,per_person_currency,per_person_min,per_person_max
ChIJRcb229z5kT4RPcyxjo5TU5g,golden-baskets-foodstuff-division,GOLDEN BASKETS - FOODSTUFF DIVISION,Catering Services,,catering;events;food service,,"39 Way, Muscat 405, Oman",Muscat,Oman,23.588192,58.543796,https://www.google.com/maps/place/?q=place_id:ChIJRcb229z5kT4RPcyxjo5TU5g,https://www.google.com/maps/place/?q=place_id:ChIJRcb229z5kT4RPcyxjo5TU5g,+968 9956 9922,https://www.google.com/maps/place/?q=place_id:ChIJRcb229z5kT4RPcyxjo5TU5g,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrMd_NOGtDJoI20y-UqcsfHPHEjVXSY5bxcE_vbyHePXwCnPY8KcLG3EZk8wKE3OkICkz1kmPo_GWg0ReUzsxKtkVNC2w0m6LPAUfroq0Db23H5qb1V-_VA_NaZ2RM4NxMpeUTW=w900-h900-p-k-no,,,,,★★★★☆ · Wholesale food store,★★★★☆ · Wholesale food store,,,,,,4.2,,,,,,60,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJ91GWvWb5kT4RT5WS8XR0RB8,gaurang-bhavan-pure-vegetarian-cafe,Gaurang Bhavan Pure Vegetarian Cafe,Catering Services,,catering;events;food service,,"Al Mujamma St, Muscat, Oman",Muscat,Oman,23.611372,58.543171,https://www.google.com/maps/place/?q=place_id:ChIJ91GWvWb5kT4RT5WS8XR0RB8,https://www.google.com/maps/place/?q=place_id:ChIJ91GWvWb5kT4RT5WS8XR0RB8,+968 7896 4848,https://www.google.com/maps/place/?q=place_id:ChIJ91GWvWb5kT4RT5WS8XR0RB8,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npHwteO6046OhNxqpYYz9H-XJFyCFEgHsRiDdWhhUB5dg71xpADI9CkekVgTH-Xg29Hkn1JlgylW9IPnFUOyHR2AVOfYUKNEVeCwOQzyJOxwi55mf8HD7U6UKg0YxM2yWSKqqmwQQ=w900-h900-p-k-no,,,,,★★★★☆ · Coffee shop,★★★★☆ · Coffee shop,,,,,,4.3,,,,,,120,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJr1Em_qIAjj4R3BubucdasI4,ginger-all-day-dining,Ginger All Day Dining,Catering Services,,catering;events;food service,,"OM, Airport Heights، شارع المعارض، مسقط 113, Oman",Muscat,Oman,23.584963,58.300221,https://www.google.com/maps/place/?q=place_id:ChIJr1Em_qIAjj4R3BubucdasI4,https://www.google.com/maps/place/?q=place_id:ChIJr1Em_qIAjj4R3BubucdasI4,+968 24 511873,https://www.google.com/maps/place/?q=place_id:ChIJr1Em_qIAjj4R3BubucdasI4,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/p/AF1QipPy2-dHDCRzH_jO2CiV3a2lSKBCR7ZT6AVPInSd=w900-h900-p-k-no,,,,,★★★★☆ · Restaurant,★★★★☆ · Restaurant,,,,,,4.2,,,,,,127,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJ5d0FVH7_kT4Ru7n9jOj0M-o,golden-flame-restaurant,Golden Flame Restaurant,Catering Services,,catering;events;food service,,"3521 Al Khuwair St, Muscat 133, Oman",Muscat,Oman,23.596328,58.41783,https://www.google.com/maps/place/?q=place_id:ChIJ5d0FVH7_kT4Ru7n9jOj0M-o,https://www.facebook.com/profile.php?id=61550873204040,+968 9662 3861,https://www.facebook.com/profile.php?id=61550873204040,https://static.xx.fbcdn.net/rsrc.php/y1/r/ay1hV6OlegS.ico,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/431161199_122159397284029106_7996910634653991343_n.jpg?stp=dst-jpg_tt6&cstp=mx1243x1004&ctp=p720x720&_nc_cat=103&ccb=1-7&_nc_sid=3ab345&_nc_ohc=TwgBHVY9RokQ7kNvwH6VAhx&_nc_oc=Adn1rAjWZQf0hDMjgQQJV4HkC45kf0LPM1rZvWXdnJdQa8fhejnR6FAGXAVbO5JjJoY&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=OBFECEC2Jd6bkeDVkB2mVw&oh=00_Afe1_LLh78Gdeaj4ai_bhDJEAfYbm1uXfxMXU4HF-Oqedw&oe=68E7240A,,,,,"Golden Flame Restaurant, Muscat. 688 likes · 81 talking about this · 13 were here. Golden Flame Restaurant is a vibrant and diverse culinary destination...","Golden Flame Restaurant, Muscat. 688 likes · 81 talking about this · 13 were here. Golden Flame Restaurant is a vibrant and diverse culinary destination...",,,,,,4.7,,,,,,3387,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJ3WzgeIb5kT4RL_buteJStvc,grill-zaika,Grill Zaika,Catering Services,,catering;events;food service,,"Al Wallaj street, Muscat, Oman",Muscat,Oman,23.614928,58.497455,https://www.google.com/maps/place/?q=place_id:ChIJ3WzgeIb5kT4RL_buteJStvc,https://www.google.com/maps/place/?q=place_id:ChIJ3WzgeIb5kT4RL_buteJStvc,+968 9223 9903,https://www.google.com/maps/place/?q=place_id:ChIJ3WzgeIb5kT4RL_buteJStvc,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/p/AF1QipNl1JryrknQRGF_EWM7EJkc9KtwKmAPiVFcoDWE=w900-h900-p-k-no,,,,,★★★★☆ · Restaurant,★★★★☆ · Restaurant,,,,,,4.1,,,,,,26,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJVXSs-9v3kT4RUVtpiTiGvKg,helping-hands-catering-services,Helping Hands Catering Services,Catering Services,,catering;events;food service,,"Al Fursan St, Muscat 100, Oman",Muscat,Oman,23.580333,58.56109,https://www.google.com/maps/place/?q=place_id:ChIJVXSs-9v3kT4RUVtpiTiGvKg,http://www.helpinghands.om/,+968 9802 7116,http://www.helpinghands.om/,https://helpinghands.om/wp-content/uploads/2024/05/icon-ogo.png,https://helpinghands.om/wp-content/themes/catering/assets/images/HH-Logo.png,,,,,"Helping Hands provides tailored catering for corporate events, weddings, and intimate gatherings, offering services and food to suit every taste.","Helping Hands provides tailored catering for corporate events, weddings, and intimate gatherings, offering services and food to suit every taste. Helping Hands caters to an extensive range of requirements. From corporate canteens and functions to exclusive events for select gatherings, a wedding reception, or a small party, we have the service and food to meet your taste.",,,live stations;buffet;corporate;wedding;private events,Arabic;Asian;Indian;International;Middle Eastern,,4.9,,,,,,15,Google,,10/4/2025,,,,,,,,,https://helpinghands.om/contact-us/,Yes,Yes,Yes,Yes,Yes,,,,,,,,
ChIJ98Zk5jL_kT4RIKdTfqTdvBI,horizon-media-trading,Horizon Media Trading,Catering Services,,catering;events;food service,,"Bousher, South, 233 Al Khuwair St, Muscat, Oman",Muscat,Oman,23.595415,58.439682,https://www.google.com/maps/place/?q=place_id:ChIJ98Zk5jL_kT4RIKdTfqTdvBI,https://www.google.com/maps/place/?q=place_id:ChIJ98Zk5jL_kT4RIKdTfqTdvBI,+968 9450 0480,https://www.google.com/maps/place/?q=place_id:ChIJ98Zk5jL_kT4RIKdTfqTdvBI,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0Kt7vJvTPNaLS8U5YooO4Q&cb_client=search.gws-prod.gps&w=900&h=900&yaw=20.281841&pitch=0&thumbfov=100,,,,,Event management company,Event management company,,,,,,,,,,,,,,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJkVf7QAT_kT4RVS5dGrEx1do,hyderabadi-special-food-al-khuwair,Hyderabadi Special Food Al Khuwair,Catering Services,,catering;events;food service,,"HCPF+GVJ, Al Kuleiah St, Muscat, Oman",Muscat,Oman,23.586326,58.424625,https://www.google.com/maps/place/?q=place_id:ChIJkVf7QAT_kT4RVS5dGrEx1do,https://www.google.com/maps/place/?q=place_id:ChIJkVf7QAT_kT4RVS5dGrEx1do,+968 24 472268,https://www.google.com/maps/place/?q=place_id:ChIJkVf7QAT_kT4RVS5dGrEx1do,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr-FJRAc6gdELiub-9HBTv4v0_hUw7Yq9FYV_BLaDRFhQ-txlgKu3kiBupDofkpr0FCIAlYeXUQyx_EWg5qfqspHGwBgSKKTo7MUrcEFK1PzpHutxRLb7L6fJoGNTBqTH9yObt8Xg=w900-h900-p-k-no,,,,,★★★★☆ · Restaurant,★★★★☆ · Restaurant,$$,,,,,3.9,,,,,,1138,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJibGU6VjjjT4Rd7YEoHW0sZQ,ido-events-oman,IDo Events Oman,Catering Services,,catering;events;food service,,"Muscat Hills, Muscat 123, Oman",Muscat,Oman,23.574019,58.305907,https://www.google.com/maps/place/?q=place_id:ChIJibGU6VjjjT4Rd7YEoHW0sZQ,https://www.instagram.com/idoeventsoman/,+968 7928 3728,https://www.instagram.com/idoeventsoman/,,https://www.omanobserver.om/omanobserver/uploads/images/2025/05/11/3009009.jpeg,,,,,,,,,,,,5,,,,,,34,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJS9cUhmaHG4wRZEEB-I4Wabo,idea-planet-events,Idea Planet Events,Catering Services,,catering;events;food service,,"Regus Al Khuwair, Muscat 133, Oman",Muscat,Oman,23.593606,58.426714,https://www.google.com/maps/place/?q=place_id:ChIJS9cUhmaHG4wRZEEB-I4Wabo,https://ideaplanetevents.com/,+968 7707 4330,https://ideaplanetevents.com/,https://ideaplanetevents.com/wp-content/uploads/2024/07/cropped-ideaplanet-32x32.png,http://ideaplanetevents.com/wp-content/uploads/2024/07/cropped-logo.jpeg,,,,,"We're the Best event management company in Muscat, specializes in conferences, business gatherings and other events. Plan dream event with us!","We're the Best event management company in Muscat, specializes in conferences, business gatherings and other events. Plan dream event with us! Best Event Management Company in Muscat From small get togethers to grand festivities, we design unique events that make an impression.",,,corporate;wedding,,,5,,,,,,1,Google,,10/4/2025,,,,,,,,,https://ideaplanetevents.com/contact-us/,Yes,Yes,,,,,,,,,,,
ChIJ-9xI1TL8jT4RBAdTc3Qs0EE,indigo-events,Indigo Events,Catering Services,,catering;events;food service,,"No. 110, 1st Floor, Al، Manal Building، Muscat, Oman",Muscat,Oman,23.596818,58.448326,https://www.google.com/maps/place/?q=place_id:ChIJ-9xI1TL8jT4RBAdTc3Qs0EE,http://www.indigo-oman.com/,+968 7151 0370,http://www.indigo-oman.com/,https://indigo-oman.com/wp-content/uploads/2024/04/cropped-Indigo-Logo-Gold-32x32.png,https://www.omanobserver.om/omanobserver/uploads/images/2025/03/18/2958648.jpg,,,,,"Indigo Events is the leading full-service event management company based in Muscat, Oman. Visit us to learn more about us & our services...","Indigo Events is the leading full-service event management company based in Muscat, Oman. Visit us to learn more about us & our services... We Are Your One-Stop Solution For Planning, Designing, and Executing Successful Company Events.",,,corporate,,,4.9,,,,,,27,Google,,10/4/2025,,,,,,,,,,Yes,,,,,,,,,,,,
ChIJnzCLjib_kT4R9kudfnwvhpU,intelligent-catering-llc,Intelligent Catering LLC,Catering Services,,catering;events;food service,,"Al Dhayafa Street Opp Al Kazimi Lab, Ali Shaihani B3 Al Dhayafa Street Ghubra North، Muscat 130, Oman",Muscat,Oman,23.589702,58.396334,https://www.google.com/maps/place/?q=place_id:ChIJnzCLjib_kT4R9kudfnwvhpU,https://intelligentoman.com/,+968 9139 1300,https://intelligentoman.com/,https://intelligentoman.com/wp-content/uploads/2025/04/cropped-logo-events-32x32.png,https://intelligentoman.com/wp-content/uploads/2025/04/77e55999-bb43-4705-af6b-f2fd13334d6f-300x81.png,,,,,,"At Intelligent Events, we love details! And our commitment is to see each event through from start to finish while keeping the goals, vision, budget and client's needs in mind at all times. We are committed to following through on every detail so you don't have to. From a 2000+ person dinner gala to a small intimate private party or meeting, Intelligent events has experienced it all",,,corporate;wedding,,,4.1,,,,,,228,Google,,10/4/2025,,,,,,,,,https://intelligentoman.com/contact-us/,Yes,Yes,,,,,,,,,,,
ChIJWbUKEd7_kT4RiFl3bfV_Xzo,intelligent-events-oman,Intelligent Events Oman,Catering Services,,catering;events;food service,,"Ali Shaihani B3 Building، Al Dhayafa St, Muscat 131, Oman",Muscat,Oman,23.589747,58.396361,https://www.google.com/maps/place/?q=place_id:ChIJWbUKEd7_kT4RiFl3bfV_Xzo,https://intelligentoman.com/,+968 9139 1300,https://intelligentoman.com/,https://intelligentoman.com/wp-content/uploads/2025/04/cropped-logo-events-32x32.png,https://intelligentoman.com/wp-content/uploads/2025/04/77e55999-bb43-4705-af6b-f2fd13334d6f-300x81.png,,,,,,"At Intelligent Events, we love details! And our commitment is to see each event through from start to finish while keeping the goals, vision, budget and client's needs in mind at all times. We are committed to following through on every detail so you don't have to. From a 2000+ person dinner gala to a small intimate private party or meeting, Intelligent events has experienced it all",,,corporate;wedding,,,4.3,,,,,,122,Google,,10/4/2025,,,,,,,,,https://intelligentoman.com/contact-us/,Yes,Yes,,,,,,,,,,,
ChIJ05hIKCn_kT4RLcN-hLHhf7c,intelligent-party-event-rental-store,Intelligent Party & Event Rental Store,Catering Services,,catering;events;food service,,"Al Dhayafa St, Muscat 374, Oman",Muscat,Oman,23.590737,58.397055,https://www.google.com/maps/place/?q=place_id:ChIJ05hIKCn_kT4RLcN-hLHhf7c,https://www.google.com/maps/place/?q=place_id:ChIJ05hIKCn_kT4RLcN-hLHhf7c,+968 9139 1326,https://www.google.com/maps/place/?q=place_id:ChIJ05hIKCn_kT4RLcN-hLHhf7c,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/p/AF1QipM4NEBS9dd_zMLYJtubd1QfCy-FHT9eNoMt35Rp=w900-h900-p-k-no,,,,,★★★★★ · Party store,★★★★★ · Party store,,,,,,4.6,,,,,,11,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJERocjgoBjj4R4JlmfuqfeZg,iris-smart-business,Iris Smart Business,Catering Services,,catering;events;food service,,"Azaiba, Muscat, Oman",Muscat,Oman,23.601299,58.369061,https://www.google.com/maps/place/?q=place_id:ChIJERocjgoBjj4R4JlmfuqfeZg,https://www.google.com/maps/place/?q=place_id:ChIJERocjgoBjj4R4JlmfuqfeZg,+968 9058 8580,https://www.google.com/maps/place/?q=place_id:ChIJERocjgoBjj4R4JlmfuqfeZg,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1MqstrSZfw5d5xmSk3bU_g&cb_client=search.gws-prod.gps&w=900&h=900&yaw=163.82022&pitch=0&thumbfov=100,,,,,Mobile caterer,Mobile caterer,,,,,,,,,,,,,,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJLcZsPZr5kT4R4QExnDd6Cw4,jilani-sarayi,JILANI SARAYI,Catering Services,,catering;events;food service,,"JG7V+MJ, Muscat 112, Oman",Muscat,Oman,23.614187,58.544063,https://www.google.com/maps/place/?q=place_id:ChIJLcZsPZr5kT4R4QExnDd6Cw4,https://www.google.com/maps/place/?q=place_id:ChIJLcZsPZr5kT4R4QExnDd6Cw4,+968 9112 7513,https://www.google.com/maps/place/?q=place_id:ChIJLcZsPZr5kT4R4QExnDd6Cw4,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/p/AF1QipMs44H7pm0aAkWJytsUUYH8ijRaS6Bjsvz0w_tM=w900-h900-p-k-no,,,,,★★★★★ · Restaurant,★★★★★ · Restaurant,,,,,,5,,,,,,2,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJg87d4dv_kT4REe2j2SsYhIY,jay-s-flowers-creation,Jay's Flowers Creation,Catering Services,,catering;events;food service,,"Hormuz Gas Station, 1st Floor, Alkhuwair, Al khuleiyah, 900 Al khuwair, مسقط 112, Oman",Muscat,Oman,23.586889,58.421889,https://www.google.com/maps/place/?q=place_id:ChIJg87d4dv_kT4REe2j2SsYhIY,https://www.google.com/maps/place/?q=place_id:ChIJg87d4dv_kT4REe2j2SsYhIY,+968 7112 0790,https://www.google.com/maps/place/?q=place_id:ChIJg87d4dv_kT4REe2j2SsYhIY,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqSehX6LT03UJgend9-tAg6FJXWz0NPSll5CONT3a9xef-jd2tjsDrAYRVlVAYueIxRc5si8zZvXMnXa_b9Pv5FQUN5IvuOPpduIsI71TiM7ho6yDIsT9sRy_tyb7W8cPp587kN91FGhmUy=w900-h900-p-k-no,,,,,★★★★★ · Event planner,★★★★★ · Event planner,,,,,,4.9,,,,,,70,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJaYmLYNUHjj4RsSyIApgC0NE,jifnain-mobile-center,Jifnain Mobile Center,Catering Services,,catering;events;food service,,"G5HQ+3QH, Al Jafnayn, Oman",Muscat,Oman,23.527692,58.189491,https://www.google.com/maps/place/?q=place_id:ChIJaYmLYNUHjj4RsSyIApgC0NE,https://www.google.com/maps/place/?q=place_id:ChIJaYmLYNUHjj4RsSyIApgC0NE,+968 9393 1642,https://www.google.com/maps/place/?q=place_id:ChIJaYmLYNUHjj4RsSyIApgC0NE,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqrzVGYWhaGzRV1fRJUDStaK-7j35ScIOqOkvk_ErcY_epMbH1shOU1gBVgy0Apfold6knHU1QVMTVKctNjAWJlLCEBWjucSODElHK8Xz4Qgo6uhuxYV_JmTAUzzoJWWq2x1eE=w900-h900-p-k-no,,,,,★★★★☆ · Mobile caterer,★★★★☆ · Mobile caterer,,,,,,3.9,,,,,,91,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJ_4641g7_kT4R2aflMUBXxaY,kabab-chi-restaurant,KABAB CHI RESTAURANT مطعم باكستاني,Catering Services,,catering;events;food service,,"4022 Way, Muscat, Oman",Muscat,Oman,23.587583,58.40324,https://www.google.com/maps/place/?q=place_id:ChIJ_4641g7_kT4R2aflMUBXxaY,http://www.tiktok.com/@chapli.kabab59,+968 9730 3547,http://www.tiktok.com/@chapli.kabab59,https://www.tiktok.com/favicon.ico,https://www.omanobserver.om/omanobserver/uploads/images/2025/05/11/3009009.jpeg,,,,,,,,,,,,4.8,,,,,,20,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJ54bCyyj_kT4RiG7vBa0yboc,lahab-kitchen-restaurant,Lahab Kitchen Restaurant,Catering Services,,catering;events;food service,,"OM، Al Marafah St, Muscat 130, Oman",Muscat,Oman,23.590742,58.405615,https://www.google.com/maps/place/?q=place_id:ChIJ54bCyyj_kT4RiG7vBa0yboc,https://lahab-kitchen.com/,+968 7211 1616,https://lahab-kitchen.com/,https://lahab-kitchen.com/wp-content/uploads/2025/02/logoi-150x150.webp,https://lahab-kitchen.com/wp-content/uploads/2025/02/تصميم-بدون-عنوان-1-1024x1024.gif,,,,,,,$$,,,,,4.5,,,,,,3590,Google,,10/4/2025,,,,,,,https://lahab-kitchen.com/wp-content/uploads/2025/02/Menu.webp,,,,,,,,,,,,,,,
ChIJGYXJo93_kT4REvCveNEWs5I,laialy-events,Laialy Events,Catering Services,,catering;events;food service,,"18th November St, Muscat, Oman",Muscat,Oman,23.59954,58.389904,https://www.google.com/maps/place/?q=place_id:ChIJGYXJo93_kT4REvCveNEWs5I,http://instagram.com/laialyevents,+968 7705 5426,http://instagram.com/laialyevents,,https://www.omanobserver.om/omanobserver/uploads/images/2024/06/25/2701550.jpg,,,,,,,,,,,,,,,,,,,,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJ840a1yL3kT4RifNqxlaA0qk,lankan-grocery-oman,Lankan Grocery Oman,Catering Services,,catering;events;food service,,"195 Al Fayha Complex, Muscat 112, Oman",Muscat,Oman,23.578854,58.564465,https://www.google.com/maps/place/?q=place_id:ChIJ840a1yL3kT4RifNqxlaA0qk,https://www.instagram.com/lankan_kade/,+968 9217 1875,https://www.instagram.com/lankan_kade/,https://static.cdninstagram.com/rsrc.php/v4/yI/r/VsNE-OHk_8a.png,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-19/346306211_243319051685056_6464782419075220690_n.jpg?stp=dst-jpg_s100x100_tt6&_nc_cat=106&ccb=7-5&_nc_sid=bf7eb4&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy41MDAuQzMifQ%3D%3D&_nc_ohc=Ie-YNYzmXxQQ7kNvwEePZcL&_nc_oc=AdmzFAIIVELBdr-pjd_qDFR5SiloAMYrc3MYB4vQgk86rvRkdToVBY5mKxU50ea8iV8&_nc_zt=24&_nc_ht=scontent-iad3-2.cdninstagram.com&oh=00_Afd9tOzmBA0hwTLhL_LWtTtbV7BIxDpAgjQfM5HCVm1o9Q&oe=68E74F56,,,,,"286 Followers, 29 Following, 39 Posts - Lankan Grocery @ Oman 🇴🇲 (@lankan_kade) on Instagram: ""𝔹𝕣𝕚𝕟𝕘𝕚𝕟𝕘 𝕪𝕠𝕦 𝕥𝕙𝕖 𝕗𝕝𝕒𝕧𝕠𝕣𝕤 𝕒𝕟𝕕 𝕥𝕣𝕖𝕒𝕤𝕦𝕣𝕖𝕤 𝕠𝕗 𝕠𝕦𝕣 𝕚𝕤𝕝𝕒𝕟𝕕 𝕙𝕠𝕞𝕖. 𝕊𝕣𝕚 𝕃𝕒𝕟𝕜𝕒.🇱🇰 YOᑌᖇ ᕼOᗰE ᗩᗯᗩY ᖴᖇOᗰ ᕼOᗰE""","286 Followers, 29 Following, 39 Posts - Lankan Grocery @ Oman 🇴🇲 (@lankan_kade) on Instagram: ""𝔹𝕣𝕚𝕟𝕘𝕚𝕟𝕘 𝕪𝕠𝕦 𝕥𝕙𝕖 𝕗𝕝𝕒𝕧𝕠𝕣𝕤 𝕒𝕟𝕕 𝕥𝕣𝕖𝕒𝕤𝕦𝕣𝕖𝕤 𝕠𝕗 𝕠𝕦𝕣 𝕚𝕤𝕝𝕒𝕟𝕕 𝕙𝕠𝕞𝕖. 𝕊𝕣𝕚 𝕃𝕒𝕟𝕜𝕒.🇱🇰 YOᑌᖇ ᕼOᗰE ᗩᗯᗩY ᖴᖇOᗰ ᕼOᗰE""",,,,,,4.7,,,,,,30,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJ0QsRNv3jjT4RRoL50GVb8_o,lindalia-catering,Lindalia Catering,Catering Services,,catering;events;food service,,"HCG6+7JW, Muscat, Oman",Muscat,Oman,23.575831,58.411664,https://www.google.com/maps/place/?q=place_id:ChIJ0QsRNv3jjT4RRoL50GVb8_o,https://www.google.com/maps/place/?q=place_id:ChIJ0QsRNv3jjT4RRoL50GVb8_o,+968 9902 1555,https://www.google.com/maps/place/?q=place_id:ChIJ0QsRNv3jjT4RRoL50GVb8_o,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrpBM8DhNPj_a5foeeJ5RGKrAYV4WpVPaPhtz0J2h0NJh5vfLOUiEB-U-_546iGGXirfvBy-cHot9M9P45WmdYVr80O34NcAPGAOuIH_OXQDUptvB4vdEhFOBGlgz2E6dZCsQM=w900-h900-p-k-no,,,,,★★★★★ · Catering food and drink supplier,★★★★★ · Catering food and drink supplier,,,,,,5,,,,,,1,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJ7RgeMqP_kT4RYlq7YaAtcnc,little-snack-restaurant-qurum,Little Snack Restaurant Qurum مطعم ليتل سناك القرم,Catering Services,,catering;events;food service,,"Beach Commercial Complex, Al Muntazah St, Muscat 123, Oman",Muscat,Oman,23.611943,58.453587,https://www.google.com/maps/place/?q=place_id:ChIJ7RgeMqP_kT4RYlq7YaAtcnc,https://www.instagram.com/little.snack.om?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,+968 7755 1105,https://www.instagram.com/little.snack.om?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,,https://www.omanobserver.om/omanobserver/uploads/images/2025/04/02/2969730.jpeg,,,,,,,,,,,,4.9,,,,,,32,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJWTuCTysBjj4Rz_H3vmjs3ao,lo-chef-steak-house,Lo Chef Steak House,Catering Services,,catering;events;food service,,"Al Maardih St, مسقط،, Oman",Muscat,Oman,23.583868,58.297971,https://www.google.com/maps/place/?q=place_id:ChIJWTuCTysBjj4Rz_H3vmjs3ao,https://www.google.com/maps/place/?q=place_id:ChIJWTuCTysBjj4Rz_H3vmjs3ao,+968 7954 4307,https://www.google.com/maps/place/?q=place_id:ChIJWTuCTysBjj4Rz_H3vmjs3ao,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrkKHcqkfVJ8O8FHyy0PDMQ0i9UHiihvswXxnBMhXoLVaHp05DJTxeC5Z4817leemk_TVGNWgve_MlHkliNDXAuzL5JXvwREYXWUn1ht4oLP0sEoGixabwaxtc_Y9O0x2xGykQ=w900-h900-p-k-no,,,,,★★★★☆ · Restaurant,★★★★☆ · Restaurant,$$,,,,,4.2,,,,,,1102,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
ChIJq6qqqvf-kT4RrI9Die5YaG4,mast-llc,MAST LLC,Catering Services,,catering;events;food service,,"HC79+8XG, Muscat, Oman",Muscat,Oman,23.56331,58.419942,https://www.google.com/maps/place/?q=place_id:ChIJq6qqqvf-kT4RrI9Die5YaG4,https://www.google.com/maps/place/?q=place_id:ChIJq6qqqvf-kT4RrI9Die5YaG4,+968 24 506131,https://www.google.com/maps/place/?q=place_id:ChIJq6qqqvf-kT4RrI9Die5YaG4,https://www.google.com/images/branding/product/ico/maps15_bnuw3a_32dp.ico,https://maps.google.com/maps/api/staticmap?center=23.5633098%2C58.419942&zoom=16&size=900x900&language=en&markers=23.5633098%2C58.419942&sensor=false&client=google-maps-frontend&signature=eWZoATQPztQ1Ibe_RjGMh5sEM2M,,,,,★★★★☆ · Corporate office,★★★★☆ · Corporate office,,,,,,4,,,,,,5,Google,,10/4/2025,,,,,,,,,,,,,,,,,,,,,,
